[2024-05-05T08:04:13.713+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-05-05T08:04:13.735+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sample.upload_clean_to_gcs manual__2024-05-05T06:09:12.404579+00:00 [queued]>
[2024-05-05T08:04:13.746+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sample.upload_clean_to_gcs manual__2024-05-05T06:09:12.404579+00:00 [queued]>
[2024-05-05T08:04:13.746+0000] {taskinstance.py:2303} INFO - Starting attempt 7 of 7
[2024-05-05T08:04:13.768+0000] {taskinstance.py:2327} INFO - Executing <Task(LocalFilesystemToGCSOperator): upload_clean_to_gcs> on 2024-05-05 06:09:12.404579+00:00
[2024-05-05T08:04:13.785+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=13402) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-05-05T08:04:13.790+0000] {standard_task_runner.py:63} INFO - Started process 13409 to run task
[2024-05-05T08:04:13.789+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'sample', 'upload_clean_to_gcs', 'manual__2024-05-05T06:09:12.404579+00:00', '--job-id', '131', '--raw', '--subdir', 'DAGS_FOLDER/my_dag.py', '--cfg-path', '/tmp/tmpbp80ur2d']
[2024-05-05T08:04:13.792+0000] {standard_task_runner.py:91} INFO - Job 131: Subtask upload_clean_to_gcs
[2024-05-05T08:04:13.851+0000] {task_command.py:426} INFO - Running <TaskInstance: sample.upload_clean_to_gcs manual__2024-05-05T06:09:12.404579+00:00 [running]> on host 5bc5768c5236
[2024-05-05T08:04:14.516+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_1.csv uploaded to pm25_cleaned/2024-05-03_1.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.576+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_10.csv uploaded to pm25_cleaned/2024-05-05_10.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.634+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_18.csv uploaded to pm25_cleaned/2024-05-02_18.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.698+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_10.csv uploaded to pm25_cleaned/2024-05-02_10.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.753+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_10.csv uploaded to pm25_cleaned/2024-05-04_10.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.809+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_15.csv uploaded to pm25_cleaned/2024-05-02_15.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.856+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_13.csv uploaded to pm25_cleaned/2024-05-05_13.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:14.928+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_22.csv uploaded to pm25_cleaned/2024-05-04_22.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.000+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_6.csv uploaded to pm25_cleaned/2024-05-04_6.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.048+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_19.csv uploaded to pm25_cleaned/2024-05-04_19.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.113+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_9.csv uploaded to pm25_cleaned/2024-05-04_9.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.167+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_15.csv uploaded to pm25_cleaned/2024-05-04_15.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.240+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_13.csv uploaded to pm25_cleaned/2024-05-02_13.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.305+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_18.csv uploaded to pm25_cleaned/2024-05-04_18.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.356+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_21.csv uploaded to pm25_cleaned/2024-05-04_21.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.405+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_19.csv uploaded to pm25_cleaned/2024-05-03_19.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.462+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_21.csv uploaded to pm25_cleaned/2024-05-03_21.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.516+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_7.csv uploaded to pm25_cleaned/2024-05-02_7.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.571+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_23.csv uploaded to pm25_cleaned/2024-05-03_23.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.623+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_2.csv uploaded to pm25_cleaned/2024-05-02_2.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.681+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_4.csv uploaded to pm25_cleaned/2024-05-05_4.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.733+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_5.csv uploaded to pm25_cleaned/2024-05-04_5.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.782+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_23.csv uploaded to pm25_cleaned/2024-05-04_23.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.833+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_15.csv uploaded to pm25_cleaned/2024-05-03_15.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.887+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_10.csv uploaded to pm25_cleaned/2024-05-03_10.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.942+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_12.csv uploaded to pm25_cleaned/2024-05-05_12.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:15.990+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_17.csv uploaded to pm25_cleaned/2024-05-02_17.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.052+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_17.csv uploaded to pm25_cleaned/2024-05-04_17.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.105+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_3.csv uploaded to pm25_cleaned/2024-05-02_3.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.161+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_8.csv uploaded to pm25_cleaned/2024-05-04_8.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.225+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_4.csv uploaded to pm25_cleaned/2024-05-03_4.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.283+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_22.csv uploaded to pm25_cleaned/2024-05-02_22.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.351+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_5.csv uploaded to pm25_cleaned/2024-05-03_5.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.411+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_0.csv uploaded to pm25_cleaned/2024-05-05_0.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.472+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_9.csv uploaded to pm25_cleaned/2024-05-02_9.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.546+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_23.csv uploaded to pm25_cleaned/2024-05-02_23.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.596+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_20.csv uploaded to pm25_cleaned/2024-05-04_20.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.638+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_11.csv uploaded to pm25_cleaned/2024-05-05_11.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.682+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_0.csv uploaded to pm25_cleaned/2024-05-04_0.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.739+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_14.csv uploaded to pm25_cleaned/2024-05-04_14.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.800+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_6.csv uploaded to pm25_cleaned/2024-05-03_6.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.849+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_20.csv uploaded to pm25_cleaned/2024-05-03_20.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.909+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_12.csv uploaded to pm25_cleaned/2024-05-03_12.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:16.961+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_16.csv uploaded to pm25_cleaned/2024-05-03_16.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.018+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_14.csv uploaded to pm25_cleaned/2024-05-02_14.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.088+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_12.csv uploaded to pm25_cleaned/2024-05-02_12.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.143+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_17.csv uploaded to pm25_cleaned/2024-05-03_17.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.212+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_16.csv uploaded to pm25_cleaned/2024-05-02_16.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.271+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_6.csv uploaded to pm25_cleaned/2024-05-02_6.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.323+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_11.csv uploaded to pm25_cleaned/2024-05-03_11.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.389+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_7.csv uploaded to pm25_cleaned/2024-05-03_7.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.467+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_8.csv uploaded to pm25_cleaned/2024-05-02_8.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.525+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_2.csv uploaded to pm25_cleaned/2024-05-03_2.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.581+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_6.csv uploaded to pm25_cleaned/2024-05-05_6.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.645+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_9.csv uploaded to pm25_cleaned/2024-05-03_9.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.705+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_5.csv uploaded to pm25_cleaned/2024-05-02_5.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.763+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_3.csv uploaded to pm25_cleaned/2024-05-04_3.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.825+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_4.csv uploaded to pm25_cleaned/2024-05-02_4.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.872+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_18.csv uploaded to pm25_cleaned/2024-05-03_18.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.920+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_14.csv uploaded to pm25_cleaned/2024-05-05_14.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:17.965+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_11.csv uploaded to pm25_cleaned/2024-05-02_11.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.011+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_16.csv uploaded to pm25_cleaned/2024-05-04_16.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.069+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_4.csv uploaded to pm25_cleaned/2024-05-04_4.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.125+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_1.csv uploaded to pm25_cleaned/2024-05-02_1.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.176+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_0.csv uploaded to pm25_cleaned/2024-05-02_0.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.225+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_7.csv uploaded to pm25_cleaned/2024-05-04_7.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.292+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-01_23.csv uploaded to pm25_cleaned/2024-05-01_23.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.369+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_1.csv uploaded to pm25_cleaned/2024-05-04_1.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.437+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_0.csv uploaded to pm25_cleaned/2024-05-03_0.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.492+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_9.csv uploaded to pm25_cleaned/2024-05-05_9.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.548+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_7.csv uploaded to pm25_cleaned/2024-05-05_7.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.597+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_8.csv uploaded to pm25_cleaned/2024-05-05_8.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.646+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_12.csv uploaded to pm25_cleaned/2024-05-04_12.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.700+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_3.csv uploaded to pm25_cleaned/2024-05-03_3.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.759+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-02_20.csv uploaded to pm25_cleaned/2024-05-02_20.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.823+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_3.csv uploaded to pm25_cleaned/2024-05-05_3.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.880+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-05_2.csv uploaded to pm25_cleaned/2024-05-05_2.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.939+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-03_8.csv uploaded to pm25_cleaned/2024-05-03_8.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:18.990+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_13.csv uploaded to pm25_cleaned/2024-05-04_13.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:19.192+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/all_data.csv uploaded to pm25_cleaned/all_data.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:19.251+0000] {gcs.py:557} INFO - File /opt/***/dags/data/cleaned/2024-05-04_11.csv uploaded to pm25_cleaned/2024-05-04_11.csv in dw-projec-swu-ds525 bucket
[2024-05-05T08:04:19.251+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-05-05T08:04:19.262+0000] {taskinstance.py:1205} INFO - Marking task as SUCCESS. dag_id=sample, task_id=upload_clean_to_gcs, execution_date=20240505T060912, start_date=20240505T080413, end_date=20240505T080419
[2024-05-05T08:04:19.335+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2024-05-05T08:04:19.373+0000] {taskinstance.py:3482} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-05-05T08:04:19.384+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
